uid,lexicon,pos,label,lemma,strength,source,isbase,exclude
work=>influence=>v,work,v,p,influence,w,liu,f,
work=>exercise=>v,work,v,p,exercise,w,liu,f,
work=>work=>v,work,v,p,work,w,liu,t,
work=>make=>v,work,v,p,make,w,liu,f,
work=>function=>v,work,v,p,function,w,liu,f,
refusing=>deny=>v,refusing,v,n,deny,s,liu,f,
refusing=>resist=>v,refusing,v,n,resist,w,liu,f,
refusing=>defy=>v,refusing,v,n,defy,w,liu,f,
refusing=>reject=>v,refusing,v,n,reject,w,liu,f,
worn=>tire=>v,worn,v,n,tire,w,liu,f,
worn=>break=>v,worn,v,n,break,w,liu,f,
criticizing=>criticize=>v,criticizing,v,n,criticize,s,liu,f,
excellant=>None=>None,excellant,None,p,None,s,liu,f,
radiance=>radiance=>n,radiance,n,p,radiance,s,mpqa+liu,t,
goood=>None=>None,goood,None,p,None,s,liu,f,
deadweight=>None=>None,deadweight,None,n,None,s,liu,f,
unreadable=>None=>None,unreadable,None,n,None,s,liu,f,
heartless=>hardhearted=>a,heartless,a,n,hardhearted,s,liu,f,
impair=>mar=>v,impair,v,n,mar,s,liu,f,
fanciful=>None=>None,fanciful,None,n,None,s,liu,f,
flairs=>flair=>n,flairs,n,n,flair,w,liu,f,
flairs=>dash=>n,flairs,n,n,dash,w,liu,f,
flairs=>flare=>n,flairs,n,n,flare,w,liu,f,
disrespectfulness=>None=>None,disrespectfulness,None,n,None,s,liu,f,
recovery=>convalescence=>n,recovery,n,p,convalescence,w,liu,f,
recovery=>recovery=>n,recovery,n,p,recovery,w,liu,t,
farce=>farce=>v,farce,v,n,farce,w,liu,t,
farce=>forcemeat=>n,farce,n,n,forcemeat,w,liu,f,
debauchery=>orgy=>n,debauchery,n,n,orgy,w,liu,f,
morbid=>None=>None,morbid,None,n,None,s,liu,f,
moron=>idiot=>n,moron,n,n,idiot,s,liu,f,
moron=>moron=>n,moron,n,n,moron,w,liu,t,
facetious=>None=>None,facetious,None,n,None,s,liu,f,
cheats=>cheat=>n,cheats,n,n,cheat,w,liu+afinn,f,
sparkling=>spark=>v,sparkling,v,p,spark,w,liu+afinn,f,
negative=>negative=>n,negative,n,n,negative,s,liu+afinn,t,
award=>award=>n,award,n,p,award,s,liu+afinn,t,
refusing=>refuse=>v,refusing,v,n,refuse,s,liu+afinn,f,
criticizing=>knock=>v,criticizing,v,n,knock,s,liu+afinn,f,
lag=>imprison=>v,lag,v,n,imprison,w,liu,f,
lag=>interim=>n,lag,n,n,interim,w,liu,f,
lag=>slowdown=>n,lag,n,n,slowdown,w,liu,f,
lag=>stave=>n,lag,n,n,stave,w,liu,f,
outbursts=>outburst=>n,outbursts,n,n,outburst,s,mpqa+liu,f,
outbursts=>effusion=>n,outbursts,n,n,effusion,w,liu,f,
complacent=>None=>None,complacent,None,n,None,s,liu,f,
foolhardy=>None=>None,foolhardy,None,n,None,s,liu,f,
austere=>None=>None,austere,None,n,None,s,liu,f,
alienate=>alien=>v,alienate,v,n,alien,w,liu,f,
alienate=>estrange=>v,alienate,v,n,estrange,w,liu,f,
hasty=>None=>None,hasty,None,n,None,s,liu,f,
sorrowful=>sorrowful=>a,sorrowful,a,n,sorrowful,s,liu,t,
appreciate=>prize=>v,appreciate,v,p,prize,w,liu,f,
scare=>frighten=>v,scare,v,n,frighten,w,liu,f,
scare=>panic=>n,scare,n,n,panic,w,liu,f,
scare=>daunt=>v,scare,v,n,daunt,w,liu,f,
backwoods=>backwoods=>n,backwoods,n,n,backwoods,w,liu,t,
haste=>hurry=>n,haste,n,n,hurry,w,liu,f,
sanctimonious=>None=>None,sanctimonious,None,n,None,s,liu,f,
greed=>avarice=>n,greed,n,n,avarice,s,liu,f,
infested=>invade=>v,infested,v,n,invade,w,liu,f,
infested=>infest=>v,infested,v,n,infest,s,liu,f,
gumption=>backbone=>n,gumption,n,p,backbone,w,liu,f,
gumption=>common_sense=>n,gumption,n,p,common_sense,s,liu,f,
satisfied=>meet=>v,satisfied,v,p,meet,s,liu,f,
satisfied=>satisfy=>v,satisfied,v,p,satisfy,s,liu,f,
innovative=>None=>None,innovative,None,p,None,s,liu,f,
satisfies=>meet=>v,satisfies,v,p,meet,s,liu,f,
satisfies=>satisfy=>v,satisfies,v,p,satisfy,s,liu,f,
awfulness=>awfulness=>n,awfulness,n,n,awfulness,s,mpqa+liu,t,
valor=>heroism=>n,valor,n,p,heroism,s,liu,f,
precipitate=>precipitate=>n,precipitate,n,n,precipitate,w,liu,t,
damages=>price=>n,damages,n,n,price,w,liu,f,
damages=>wrong=>n,damages,n,n,wrong,s,liu,f,
damages=>damage=>n,damages,n,n,damage,s,liu,f,
damages=>damage=>v,damages,v,n,damage,s,liu,f,
overstates=>overstate=>v,overstates,v,n,overstate,w,liu,f,
remission=>remittance=>n,remission,n,p,remittance,w,liu,f,
remission=>absolution=>n,remission,n,p,absolution,w,liu,f,
remission=>remission=>n,remission,n,p,remission,w,liu,t,
amenable=>None=>None,amenable,None,p,None,s,liu,f,
stuttering=>bumble=>v,stuttering,v,n,bumble,w,liu,f,
repulsive=>repulsive=>a,repulsive,a,n,repulsive,w,liu,t,
shameful=>None=>None,shameful,None,n,None,s,liu,f,
payback=>vengeance=>n,payback,n,n,vengeance,s,liu,f,
dissappointing=>None=>None,dissappointing,None,n,None,s,liu,f,
rocky=>rough=>a,rocky,a,n,rough,s,liu,f,
reasonably=>sanely=>r,reasonably,r,p,sanely,s,liu,f,
dings=>ding=>v,dings,v,n,ding,w,liu,f,
dings=>dent=>n,dings,n,n,dent,w,liu,f,
dings=>ding=>n,dings,n,n,ding,w,liu,f,
dumping=>dump=>v,dumping,v,n,dump,s,liu,f,
dumping=>dumping=>n,dumping,n,n,dumping,w,liu,t,
dumping=>plunge=>v,dumping,v,n,plunge,w,liu,f,
dumping=>deck=>v,dumping,v,n,deck,w,liu,f,
mangled=>mutilate=>v,mangled,v,n,mutilate,s,liu,f,
mangled=>mangle=>v,mangled,v,n,mangle,s,liu,f,
mangled=>maul=>v,mangled,v,n,maul,s,liu,f,
apotheosis=>ideal=>n,apotheosis,n,p,ideal,s,liu,f,
apotheosis=>deification=>n,apotheosis,n,p,deification,w,liu,f,
ergonomical=>None=>None,ergonomical,None,p,None,s,liu,f,
mangles=>mutilate=>v,mangles,v,n,mutilate,s,liu,f,
mangles=>mangle=>v,mangles,v,n,mangle,s,liu,f,
mangles=>mangle=>n,mangles,n,n,mangle,w,liu,f,
mangles=>maul=>v,mangles,v,n,maul,s,liu,f,
inteferes=>None=>None,inteferes,None,n,None,s,liu,f,
whining=>snivel=>v,whining,v,n,snivel,w,liu,f,
whining=>whine=>v,whining,v,n,whine,s,liu,f,
disloyalty=>disloyalty=>n,disloyalty,n,n,disloyalty,w,liu,t,
disputed=>challenge=>v,disputed,v,n,challenge,w,liu,f,
disputed=>quarrel=>v,disputed,v,n,quarrel,w,liu,f,
lawless=>None=>None,lawless,None,n,None,s,liu,f,
fervid=>None=>None,fervid,None,p,None,s,liu,f,
dashing=>daunt=>v,dashing,v,p,daunt,w,liu,f,
dashing=>dash=>v,dashing,v,p,dash,w,liu,f,
dashing=>dart=>v,dashing,v,p,dart,w,liu,f,
dashing=>crash=>v,dashing,v,p,crash,w,liu,f,
dashing=>smash=>v,dashing,v,p,smash,w,liu,f,
amazement=>astonishment=>n,amazement,n,p,astonishment,w,liu,f,
unfulfilled=>None=>None,unfulfilled,None,n,None,s,liu,f,
renaissance=>renaissance=>n,renaissance,n,p,renaissance,s,mpqa+liu,t,
renaissance=>rebirth=>n,renaissance,n,p,rebirth,w,liu,f,
flawless=>None=>None,flawless,None,p,None,s,liu,f,
oppose=>fight=>v,oppose,v,n,fight,w,liu,f,
oppose=>pit=>v,oppose,v,n,pit,w,liu,f,
oppose=>react=>v,oppose,v,n,react,w,liu,f,
regress=>revert=>v,regress,v,n,revert,w,liu,f,
regress=>regression=>n,regress,n,n,regression,w,liu,f,
regress=>regress=>n,regress,n,n,regress,w,liu,t,
regress=>relapse=>v,regress,v,n,relapse,w,liu,f,
rock-stars=>None=>None,rock-stars,None,p,None,s,liu,f,
truthfulness=>truthfulness=>n,truthfulness,n,p,truthfulness,s,mpqa+liu,t,
daunting=>daunt=>v,daunting,v,n,daunt,w,liu,f,
delicious=>delicious=>n,delicious,n,p,delicious,w,liu,t,
drones=>monotone=>n,drones,n,n,monotone,s,liu,f,
drones=>dawdler=>n,drones,n,n,dawdler,w,liu,f,
works=>works=>n,works,n,p,works,s,liu,t,
scare=>scare=>n,scare,n,n,scare,s,liu+afinn,t,
burdensomely=>None=>None,burdensomely,r,n,None,s,liu,f,
drones=>drone=>v,drones,v,n,drone,w,liu,f,
tangle=>ravel=>v,tangle,v,n,ravel,w,liu,f,
tangle=>embroil=>v,tangle,v,n,embroil,w,liu,f,
tangle=>tangle=>n,tangle,n,n,tangle,w,liu,t,
tangle=>tousle=>v,tangle,v,n,tousle,w,liu,f,
tangle=>entangle=>v,tangle,v,n,entangle,w,liu,f,
rejects=>disapprove=>v,rejects,v,n,disapprove,s,liu,f,
rejects=>rule_out=>v,rejects,v,n,rule_out,w,liu,f,
rejects=>cull=>n,rejects,n,n,cull,s,liu,f,
rejects=>refuse=>v,rejects,v,n,refuse,w,liu,f,
rejects=>resist=>v,rejects,v,n,resist,w,liu,f,
protracted=>prolong=>v,protracted,v,n,prolong,w,liu,f,
vibrate=>vibrate=>v,vibrate,v,n,vibrate,w,liu,t,
vibrate=>oscillate=>v,vibrate,v,n,oscillate,w,liu,f,
vibrate=>thrill=>v,vibrate,v,n,thrill,w,liu,f,
vibrate=>hover=>v,vibrate,v,n,hover,w,liu,f,
vibrate=>resonate=>v,vibrate,v,n,resonate,w,liu,f,
plentiful=>None=>None,plentiful,None,p,None,s,liu,f,
fumble=>grope=>v,fumble,v,n,grope,s,liu,f,
fumble=>botch=>v,fumble,v,n,botch,s,liu,f,
fumble=>fumble=>n,fumble,n,n,fumble,s,liu,t,
snags=>rip=>n,snags,n,n,rip,w,liu,f,
snags=>hang-up=>n,snags,n,n,hang-up,w,liu,f,
snags=>snag=>n,snags,n,n,snag,w,liu,f,
snags=>snag=>v,snags,v,n,snag,w,liu,f,
damaging=>damage=>v,damaging,v,n,damage,s,liu,f,
paltry=>None=>None,paltry,None,n,None,s,liu,f,
fanatical=>None=>None,fanatical,None,n,None,s,liu,f,
diversified=>diversify=>v,diversified,v,p,diversify,w,liu,f,
ludicrously=>laughably=>r,ludicrously,r,n,laughably,w,liu,f,
rejected=>refuse=>v,rejected,v,n,refuse,w,liu,f,
rejected=>resist=>v,rejected,v,n,resist,w,liu,f,
rejected=>disapprove=>v,rejected,v,n,disapprove,s,liu,f,
rejected=>rule_out=>v,rejected,v,n,rule_out,w,liu,f,
wasted=>neutralize=>v,wasted,v,n,neutralize,s,liu,f,
wasted=>atrophied=>a,wasted,a,n,atrophied,s,liu,f,
wasted=>consume=>v,wasted,v,n,consume,w,liu,f,
wasted=>lay_waste_to=>v,wasted,v,n,lay_waste_to,w,liu,f,
wasted=>pine_away=>v,wasted,v,n,pine_away,w,liu,f,
rebuff=>rebuff=>n,rebuff,n,n,rebuff,s,liu,t,
rebuff=>repel=>v,rebuff,v,n,repel,w,liu,f,
mercy=>clemency=>n,mercy,n,p,clemency,w,liu,f,
mercy=>mercifulness=>n,mercy,n,p,mercifulness,w,liu,f,
messing=>mess=>v,messing,v,n,mess,w,liu,f,
guile=>craftiness=>n,guile,n,n,craftiness,w,liu,f,
guile=>craft=>n,guile,n,n,craft,w,liu,f,
guile=>trickery=>n,guile,n,n,trickery,s,liu,f,
splendidly=>excellently=>r,splendidly,r,p,excellently,s,liu,f,
splendidly=>gorgeously=>r,splendidly,r,p,gorgeously,s,liu,f,
devious=>None=>None,devious,None,n,None,s,liu,f,
malady=>illness=>n,malady,n,n,illness,w,liu,f,
enjoin=>enjoin=>v,enjoin,v,n,enjoin,s,mpqa+liu,t,
enjoin=>order=>v,enjoin,v,n,order,w,liu,f,
convience=>None=>None,convience,None,p,None,s,liu,f,
enchanted=>enchanted=>a,enchanted,a,p,enchanted,s,liu,t,
enchanted=>capture=>v,enchanted,v,p,capture,s,liu,f,
enchanted=>hex=>v,enchanted,v,p,hex,w,liu,f,
lull=>calm=>v,lull,v,n,calm,w,liu,f,
lull=>letup=>n,lull,n,n,letup,w,liu,f,
lull=>lull=>n,lull,n,n,lull,w,liu,t,
stalls=>stall=>n,stalls,n,n,stall,s,liu,f,
stalls=>carrel=>n,stalls,n,n,carrel,w,liu,f,
stalls=>stable=>n,stalls,n,n,stable,w,liu,f,
stalls=>procrastinate=>v,stalls,v,n,procrastinate,w,liu,f,
stalls=>booth=>n,stalls,n,n,booth,w,liu,f,
stalls=>stall=>v,stalls,v,n,stall,w,liu,f,
bonny=>None=>None,bonny,None,p,None,s,liu,f,
concens=>None=>None,concens,None,n,None,s,liu,f,
quieter=>quiet=>a,quieter,a,p,quiet,s,liu,f,
genuine=>genuine=>a,genuine,a,p,genuine,w,mpqa+liu,t,
convenient=>commodious=>a,convenient,a,p,commodious,w,liu,f,
overtook=>overtake=>v,overtook,v,p,overtake,w,liu,f,
overtook=>overwhelm=>v,overtook,v,p,overwhelm,w,liu,f,
overtook=>pass=>v,overtook,v,p,pass,w,liu,f,
luxury=>lavishness=>n,luxury,n,p,lavishness,w,liu,f,
finagle=>wangle=>v,finagle,v,n,wangle,w,liu,f,
well-backlit=>None=>None,well-backlit,None,p,None,s,liu,f,
prohibitive=>None=>None,prohibitive,None,n,None,s,liu,f,
peevish=>None=>None,peevish,None,n,None,s,liu,f,
calmness=>composure=>n,calmness,n,p,composure,s,liu,f,
unsophisticated=>None=>None,unsophisticated,None,n,None,s,liu,f,
oppress=>persecute=>v,oppress,v,n,persecute,w,liu,f,
oppress=>oppress=>v,oppress,v,n,oppress,s,mpqa+liu,t,
fussy=>None=>None,fussy,None,n,None,s,liu,f,
precarious=>None=>None,precarious,None,n,None,s,liu,f,
eminent=>None=>None,eminent,None,p,None,s,liu,f,
respectfully=>respectfully=>r,respectfully,r,p,respectfully,s,liu,t,
enjoyed=>enjoy=>v,enjoyed,v,p,enjoy,s,liu,f,
enjoyed=>love=>v,enjoyed,v,p,love,s,liu,f,
enjoyed=>delight=>v,enjoyed,v,p,delight,w,liu,f,
guidance=>steering=>n,guidance,n,p,steering,w,liu,f,
leakages=>escape=>n,leakages,n,n,escape,w,liu,f,
stubbornness=>stubbornness=>n,stubbornness,n,n,stubbornness,s,mpqa+liu,t,
degradation=>degradation=>n,degradation,n,n,degradation,s,mpqa+liu,t,
sags=>sag=>v,sags,v,n,sag,w,liu,f,
rejected=>reject=>v,rejected,v,n,reject,s,liu+afinn,f,
wasted=>waste=>v,wasted,v,n,waste,s,liu+afinn,f,
praising=>praise=>v,praising,v,p,praise,w,liu+afinn,f,
overzealously=>None=>None,overzealously,r,n,None,s,liu,f,
degradation=>abasement=>n,degradation,n,n,abasement,s,liu,f,
ill-designed=>None=>None,ill-designed,None,n,None,s,liu,f,
cleanly=>flawlessly=>r,cleanly,r,p,flawlessly,s,liu,f,
cleanly=>cleanly=>r,cleanly,r,p,cleanly,w,liu,t,
horrifys=>dismay=>v,horrifys,v,n,dismay,w,liu,f,
implication=>deduction=>n,implication,n,n,deduction,w,liu,f,
implication=>significance=>n,implication,n,n,significance,w,liu,f,
steal=>bargain=>n,steal,n,n,bargain,w,liu,f,
erroneous=>None=>None,erroneous,None,n,None,s,liu,f,
miserably=>miserably=>r,miserably,r,n,miserably,w,liu,t,
damnation=>damnation=>n,damnation,n,n,damnation,s,liu,t,
horrendous=>None=>None,horrendous,None,n,None,s,liu,f,
miserable=>None=>None,miserable,None,n,None,s,liu,f,
arcane=>None=>None,arcane,None,n,None,s,liu,f,
amusingly=>amusingly=>r,amusingly,r,p,amusingly,s,liu,t,
sloooow=>None=>None,sloooow,None,n,None,s,liu,f,
misguided=>misadvise=>v,misguided,v,n,misadvise,s,liu,f,
misguided=>mislead=>v,misguided,v,n,mislead,s,liu,f,
infidel=>heathen=>n,infidel,n,n,heathen,s,liu,f,
raked=>graze=>v,raked,v,n,graze,w,liu,f,
raked=>rake=>v,raked,v,n,rake,w,liu,f,
raked=>scan=>v,raked,v,n,scan,w,liu,f,
detracting=>take_away=>v,detracting,v,n,take_away,w,liu,f,
brat=>bratwurst=>n,brat,n,n,bratwurst,w,liu,f,
brat=>terror=>n,brat,n,n,terror,s,liu,f,
throb=>throb=>n,throb,n,n,throb,s,liu,t,
throb=>pulsate=>v,throb,v,n,pulsate,w,liu,f,
throb=>throb=>v,throb,v,n,throb,s,liu,t,
throb=>shudder=>v,throb,v,n,shudder,w,liu,f,
ilu=>None=>None,ilu,None,p,None,s,liu,f,
exceeds=>exceed=>v,exceeds,v,p,exceed,w,liu,f,
exceeds=>surpass=>v,exceeds,v,p,surpass,w,liu,f,
freshest=>fresh=>a,freshest,a,p,fresh,w,liu,f,
shady=>None=>None,shady,None,n,None,s,liu,f,
tough=>hood=>n,tough,n,p,hood,w,liu,f,
tough=>tough=>a,tough,a,p,tough,w,liu,t,
tough=>street_fighter=>n,tough,n,p,street_fighter,w,liu,f,
tough=>bully=>n,tough,n,p,bully,w,liu,f,
freakish=>None=>None,freakish,None,n,None,s,liu,f,
condescending=>patronize=>v,condescending,v,n,patronize,w,liu,f,
condescending=>condescend=>v,condescending,v,n,condescend,w,liu,f,
infirm=>None=>None,infirm,None,n,None,s,liu,f,
oblivious=>None=>None,oblivious,None,n,None,s,liu,f,
frenetic=>None=>None,frenetic,None,n,None,s,liu,f,
hasseling=>None=>None,hasseling,None,n,None,s,liu,f,
petty=>petit_larceny=>n,petty,n,n,petit_larceny,w,liu,f,
backwardness=>retardation=>n,backwardness,n,n,retardation,s,liu,f,
condemned=>sentence=>v,condemned,v,n,sentence,w,liu,f,
flexible=>compromising=>a,flexible,a,p,compromising,w,liu,f,
warmth=>warmheartedness=>n,warmth,n,p,warmheartedness,w,liu,f,
warmth=>heat=>n,warmth,n,p,heat,w,liu,f,
warmth=>affectionateness=>n,warmth,n,p,affectionateness,s,liu,f,
leech=>bleed=>v,leech,v,n,bleed,w,liu,f,
unsupportive=>unsupportive=>a,unsupportive,a,n,unsupportive,s,liu,t,
plebeian=>plebeian=>n,plebeian,n,n,plebeian,w,liu,t,
beastly=>beastly=>r,beastly,r,n,beastly,w,liu,t,
excite=>agitate=>v,excite,v,p,agitate,w,liu,f,
excite=>stimulate=>v,excite,v,p,stimulate,w,liu,f,
excite=>arouse=>v,excite,v,p,arouse,w,liu,f,
horrifies=>dismay=>v,horrifies,v,n,dismay,w,liu,f,
inconsolable=>inconsolable=>a,inconsolable,a,n,inconsolable,s,mpqa+liu,t,
dissention=>None=>None,dissention,None,n,None,s,liu,f,
spellbind=>fascinate=>v,spellbind,v,p,fascinate,w,liu,f,
spellbind=>entrance=>v,spellbind,v,p,entrance,w,liu,f,
spellbind=>magnetize=>v,spellbind,v,p,magnetize,s,liu,f,
inhibit=>suppress=>v,inhibit,v,n,suppress,w,liu,f,
harms=>damage=>n,harms,n,n,damage,s,liu,f,
harms=>injury=>n,harms,n,n,injury,s,liu,f,
ail=>trouble=>v,ail,v,n,trouble,s,liu,f,
ail=>garlic=>n,ail,n,n,garlic,w,liu,f,
abrupt=>None=>None,abrupt,None,n,None,s,liu,f,
entertains=>harbor=>v,entertains,v,p,harbor,w,liu,f,
entertains=>entertain=>v,entertains,v,p,entertain,s,liu,f,
thrash=>cream=>v,thrash,v,n,cream,w,liu,f,
thrash=>thrash=>n,thrash,n,n,thrash,s,liu,t,
thrash=>convulse=>v,thrash,v,n,convulse,w,liu,f,
thrash=>slam_dance=>v,thrash,v,n,slam_dance,w,liu,f,
rightness=>appropriateness=>n,rightness,n,p,appropriateness,w,liu,f,
rightness=>correctness=>n,rightness,n,p,correctness,s,liu,f,
rightness=>justness=>n,rightness,n,p,justness,s,liu,f,
overtaking=>overtake=>v,overtaking,v,p,overtake,w,liu,f,
overtaking=>overwhelm=>v,overtaking,v,p,overwhelm,w,liu,f,
overtaking=>passing=>n,overtaking,n,p,passing,w,liu,f,
overtaking=>pass=>v,overtaking,v,p,pass,w,liu,f,
mistake=>err=>v,mistake,v,n,err,s,liu,f,
mistake=>error=>n,mistake,n,n,error,w,liu,f,
mistake=>mistake=>v,mistake,v,n,mistake,w,liu,t,
succes=>None=>None,succes,None,p,None,s,liu,f,
stink=>reek=>v,stink,v,n,reek,s,liu,f,
stink=>malodor=>n,stink,n,n,malodor,s,liu,f,
cons=>memorize=>v,cons,v,n,memorize,w,liu,f,
cons=>victimize=>v,cons,v,n,victimize,s,liu,f,
cons=>bunco=>n,cons,n,n,bunco,w,liu,f,
cons=>convict=>n,cons,n,n,convict,w,liu,f,
cons=>con=>n,cons,n,n,con,w,liu,f,
harms=>harm=>v,harms,v,n,harm,s,liu+afinn,f,
beloved=>beloved=>n,beloved,n,p,beloved,s,liu+afinn,t,
steal=>steal=>n,steal,n,n,steal,s,liu+afinn,t,
inconsolably=>None=>None,inconsolably,r,n,None,s,liu,f,
preeminent=>None=>None,preeminent,None,p,None,s,liu,f,
whine=>whimper=>n,whine,n,n,whimper,w,liu,f,
whine=>snivel=>v,whine,v,n,snivel,w,liu,f,
dumped=>plunge=>v,dumped,v,n,plunge,w,liu,f,
dumped=>deck=>v,dumped,v,n,deck,w,liu,f,
sting=>bunco=>n,sting,n,n,bunco,w,liu,f,
sting=>bite=>v,sting,v,n,bite,s,liu,f,
sting=>stick=>v,sting,v,n,stick,s,liu,f,
sting=>pang=>n,sting,n,n,pang,s,liu,f,
sting=>prick=>v,sting,v,n,prick,s,liu,f,
exile=>exile=>n,exile,n,n,exile,w,liu,t,
exile=>expatriate=>v,exile,v,n,expatriate,w,liu,f,
uplift=>uplift=>n,uplift,n,p,uplift,w,liu,t,
uplift=>uplift=>v,uplift,v,p,uplift,w,mpqa+liu,t,
uplift=>upheaval=>n,uplift,n,p,upheaval,w,liu,f,
uplift=>elate=>v,uplift,v,p,elate,s,liu,f,
unproved=>unproved=>a,unproved,a,n,unproved,w,liu,t,
discomfititure=>None=>None,discomfititure,None,n,None,s,liu,f,
grapple=>clamshell=>n,grapple,n,n,clamshell,w,liu,f,
grapple=>wrestle=>n,grapple,n,n,wrestle,w,liu,f,
grapple=>grapnel=>n,grapple,n,n,grapnel,w,liu,f,
grapple=>cope=>v,grapple,v,n,cope,w,liu,f,
agreeableness=>agreeableness=>n,agreeableness,n,p,agreeableness,s,liu,t,
incorrectly=>incorrectly=>r,incorrectly,r,n,incorrectly,w,liu,t,
incorrectly=>falsely=>r,incorrectly,r,n,falsely,w,liu,f,
fuss=>bustle=>n,fuss,n,n,bustle,w,liu,f,
fuss=>mother=>v,fuss,v,n,mother,w,liu,f,
fuss=>bicker=>n,fuss,n,n,bicker,s,liu,f,
fuss=>dither=>n,fuss,n,n,dither,s,liu,f,
outperformed=>surpass=>v,outperformed,v,p,surpass,w,liu,f,
vengeful=>None=>None,vengeful,None,n,None,s,liu,f,
immaterial=>incorporeal=>a,immaterial,a,n,incorporeal,s,liu,f,
humble=>humiliate=>v,humble,v,p,humiliate,w,liu,f,
humble=>humble=>a,humble,a,p,humble,w,liu,t,
taint=>contamination=>n,taint,n,n,contamination,w,liu,f,
taint=>infect=>v,taint,v,n,infect,w,liu,f,
taint=>defile=>v,taint,v,n,defile,s,liu,f,
ragged=>call_on_the_carpet=>v,ragged,v,n,call_on_the_carpet,s,liu,f,
ragged=>tease=>v,ragged,v,n,tease,s,liu,f,
ragged=>torment=>v,ragged,v,n,torment,s,liu,f,
ragged=>rag=>v,ragged,v,n,rag,w,liu,f,
ragged=>annoy=>v,ragged,v,n,annoy,w,liu,f,
rewardingly=>rewardingly=>r,rewardingly,r,p,rewardingly,s,liu,t,
impertinent=>None=>None,impertinent,None,n,None,s,liu,f,
stringent=>None=>None,stringent,None,n,None,s,liu,f,
anti-social=>None=>None,anti-social,None,n,None,s,liu,f,
extol=>laud=>v,extol,v,p,laud,s,liu,f,
exalt=>laud=>v,exalt,v,p,laud,s,liu,f,
exalt=>exalt=>v,exalt,v,p,exalt,s,mpqa+liu,t,
exalt=>exhilarate=>v,exalt,v,p,exhilarate,s,liu,f,
exalt=>inspire=>v,exalt,v,p,inspire,s,liu,f,
usable=>None=>None,usable,None,p,None,s,liu,f,
bastards=>asshole=>n,bastards,n,n,asshole,s,liu,f,
contrariness=>crankiness=>n,contrariness,n,n,crankiness,s,liu,f,
contrariness=>contrariness=>n,contrariness,n,n,contrariness,s,liu,t,
unfounded=>None=>None,unfounded,None,n,None,s,liu,f,
retreat=>withdraw=>v,retreat,v,n,withdraw,s,liu,f,
retreat=>retrograde=>v,retreat,v,n,retrograde,w,liu,f,
retreat=>hideaway=>n,retreat,n,n,hideaway,w,liu,f,
retreat=>retirement=>n,retreat,n,n,retirement,w,liu,f,
disadvantage=>disadvantage=>v,disadvantage,v,n,disadvantage,s,liu,t,
oppressiveness=>oppression=>n,oppressiveness,n,n,oppression,w,liu,f,
oppressiveness=>burdensomeness=>n,oppressiveness,n,n,burdensomeness,s,liu,f,
disinclination=>reluctance=>n,disinclination,n,n,reluctance,s,liu,f,
glitch=>bug=>n,glitch,n,n,bug,w,liu,f,
lapsed=>lapse=>v,lapsed,v,n,lapse,s,liu,f,
lapsed=>elapse=>v,lapsed,v,n,elapse,w,liu,f,
lapsed=>relapse=>v,lapsed,v,n,relapse,w,liu,f,
lapsed=>sink=>v,lapsed,v,n,sink,w,liu,f,
farcically=>farcically=>r,farcically,r,n,farcically,w,liu,t,
erodes=>erode=>v,erodes,v,n,erode,s,liu,f,
lapses=>lapse=>n,lapses,n,n,lapse,w,liu,f,
lapses=>relapse=>v,lapses,v,n,relapse,w,liu,f,
lapses=>sink=>v,lapses,v,n,sink,w,liu,f,
lapses=>backsliding=>n,lapses,n,n,backsliding,w,liu,f,
lapses=>elapse=>v,lapses,v,n,elapse,w,liu,f,
lapses=>oversight=>n,lapses,n,n,oversight,s,liu,f,
lapses=>lapse=>v,lapses,v,n,lapse,s,liu,f,
invaluable=>None=>None,invaluable,None,p,None,s,liu,f,
honored=>respect=>v,honored,v,p,respect,s,liu,f,
flatter=>flat=>a,flatter,a,p,flat,w,liu,f,
rile=>roil=>v,rile,v,n,roil,w,liu,f,
rile=>annoy=>v,rile,v,n,annoy,w,liu,f,
hassle=>harass=>v,hassle,v,n,harass,s,liu,f,
hassle=>fuss=>n,hassle,n,n,fuss,s,liu,f,
pugnacious=>None=>None,pugnacious,None,n,None,s,liu,f,
spinster=>spinner=>n,spinster,n,n,spinner,w,liu,f,
bore=>bear=>v,bore,v,n,bear,w,liu,f,
bore=>tidal_bore=>n,bore,n,n,tidal_bore,w,liu,f,
bore=>wear=>v,bore,v,n,wear,w,liu,f,
bore=>digest=>v,bore,v,n,digest,s,liu,f,
bore=>behave=>v,bore,v,n,behave,w,liu,f,
bore=>hold=>v,bore,v,n,hold,w,liu,f,
bore=>give_birth=>v,bore,v,n,give_birth,w,liu,f,
dizzy=>dizzy=>v,dizzy,v,n,dizzy,w,liu+afinn,t,
mocked=>mock=>v,mocked,v,n,mock,s,liu+afinn,f,
bastards=>bastard=>n,bastards,n,n,bastard,s,liu+afinn,f,
disadvantage=>disadvantage=>n,disadvantage,n,n,disadvantage,s,mpqa+liu+afinn,t,
